"ID","Form","Item","Year","School","Content","Teacher","Period","Student","Course","Constructed Response","Multiple Choice Response","Dichotomous Response"
1215643,"B","PL.Q03.EED3.OE_BCEP","1",2,"Biology",215,6,43,"Honors Biology",.,"A","0"
1215643,"B","PL.Q05.EEC5.OE_E","1",2,"Biology",215,6,43,"Honors Biology",.,"C","1"
1215644,"A","PL.Q01.EES1.OE_BCEP","1",2,"Biology",215,6,44,"Honors Biology","I say sun radiation because the sun evaporates water","B","1"
1215644,"A","PL.Q02.EET2.OE_E","1",2,"Biology",215,6,44,"Honors Biology","Light energy because it starts with the sun","A","0"
1215644,"A","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,44,"Honors Biology",.,"D","1"
1215644,"A","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,44,"Honors Biology","Both burning coal (heat & light) and fireworks (sound and light) release energy.","C","1"
1215644,"A","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,44,"Honors Biology","Energy to use your muscles comes from food.","A","1"
1215645,"F","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,45,"Honors Biology","Because some electricity is lost during the conversion process, making it impossible to build such a light.","D","1"
1215645,"F","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,45,"Honors Biology","Burning coal is releasing heat energy while exploding fireworks is releasing sound and heat energy.","C","1"
1215645,"F","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,45,"Honors Biology","We humans get our energy from the foods we eat.","A","1"
1215645,"F","PL.Q20.BPD9.OE_B","1",2,"Biology",215,6,45,"Honors Biology","The differences in the absorption of energy as compared to the wavelength leads me to believe that only some of the energy absorbed is converted into the energy in chemical bonds.","B","1"
1215645,"F","PL.Q21.BPC10.OE_B","1",2,"Biology",215,6,45,"Honors Biology","The total amount of energy increases after cellular respiration, since cellular respiration is the process of cells getting energy.","A","0"
1215646,"A","PL.Q01.EES1.OE_BCEP","1",2,"Biology",215,6,46,"Honors Biology","The answer is b suns radiation because it is what provides energy","B","1"
1215646,"A","PL.Q02.EET2.OE_E","1",2,"Biology",215,6,46,"Honors Biology","The energy is passed as chemical energy when it is absorbed and transferred by each piece.","B","1"
1215646,"A","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,46,"Honors Biology","It is impossible because energy will always be partially transferred ot heat and or sound even if it is going for light.","D","1"
1215646,"A","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,46,"Honors Biology","Burning coal and lightning fireworks is releasing energy because the both transfer PE to KE","C","1"
1215646,"A","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,46,"Honors Biology","Keisha is getting her energy from the chemical reaction of eating food.","A","1"
1215647,"B","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,47,"Honors Biology","There could be a way but now it's not possible to use 100% of received energy","D","1"
1215647,"B","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,47,"Honors Biology","Coal releases energy and can be felt, fireworks, work in the same exact way","C","1"
1215647,"B","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,47,"Honors Biology","Eating food is the only way to gain energy while having bodily functions work","A","1"
1215647,"B","PL.Q03.EED3.OE_BCEP","1",2,"Biology",215,6,47,"Honors Biology","I picked E. Because of only 10% of energy is transferred each time so only some","E","1"
1215647,"B","PL.Q05.EEC5.OE_E","1",2,"Biology",215,6,47,"Honors Biology","I picked B. because there are less mosquitoes and not all energy is gained back","B","0"
1215651,"E","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,51,"Honors Biology","I say this because it is possible and they are probably already made because 21st century","A","0"
1215651,"E","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,51,"Honors Biology","Because a firework goes through kinetic energy when burned and the coal exerts heat energy when burned","C","1"
1215651,"E","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,51,"Honors Biology","Because she gets energy from food, exercise tired her out, and she can't get energy from her bike and the ground","A","1"
1215651,"E","PL.Q16.BLD5.OE_B","1",2,"Biology",215,6,51,"Honors Biology","I say this because not all the energy can be converted into ATP molecules","C","1"
1215651,"E","PL.Q17.BLC6.OE_BCEP","1",2,"Biology",215,6,51,"Honors Biology","Because after you eat, your energy increases because food is a source of energy","C","1"
1215653,"F","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,53,"Honors Biology","reactions use up energy, and no light can use 100% when it takes energy to power it.","D","1"
1215653,"F","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,53,"Honors Biology","burning coal = energy to use. fireworks = heat and sound energy.","C","1"
1215653,"F","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,53,"Honors Biology","The food we eat powers our cells to help us breathe and move.","A","1"
1215653,"F","PL.Q20.BPD9.OE_B","1",2,"Biology",215,6,53,"Honors Biology","Energy gets used up, that's why we need a food source because we can't create our own energy and we use up the energy we have. This is why only some energy is used up, not all of it. Both chlorophyll and a b convert and absorb so c and d can't be rght.","B","1"
1215653,"F","PL.Q21.BPC10.OE_B","1",2,"Biology",215,6,53,"Honors Biology","Energy is added/produced with the equation, so it increases.","A","0"
1215654,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,54,"Honors Biology","You can't use up all the electricity. Friction still happens.","D","1"
1215654,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,54,"Honors Biology","Fireworks are exploding (releasing potential energy)","B","0"
1215654,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,54,"Honors Biology","Eating gives you energy.","A","1"
1215654,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,54,"Honors Biology","When a consumer eats a produce, the amount of energy transferred decreases.","D","1"
1215654,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,54,"Honors Biology","The sun is where producers get their energy from and they store it up. That is where energy comes from.","B","1"
1215656,"F","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,56,"Honors Biology","There will always be some ""wasted"" energy, I don't know why, it just is.","D","1"
1215656,"F","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,56,"Honors Biology","They both release potential energy into other forms such as thermal and light.","C","1"
1215656,"F","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,56,"Honors Biology","People get energy from food, that's an established fact.","A","1"
1215656,"F","PL.Q20.BPD9.OE_B","1",2,"Biology",215,6,56,"Honors Biology","All chlorphyll is the same, burned energy transfer process is perfectly efficient.","B","1"
1215656,"F","PL.Q21.BPC10.OE_B","1",2,"Biology",215,6,56,"Honors Biology","Energy can be created or destroyed, so it has to stay the same.","C","1"
1215657,"C","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,57,"Honors Biology","Its almost impossible to get 100% energy out of something","D","1"
1215657,"C","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,57,"Honors Biology","Both release energy because firework let light, sound, heat and chemical energy off and coal releases chemical and heat energy","C","1"
1215657,"C","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,57,"Honors Biology","Humans get energy from the food we eat.","A","1"
1215657,"C","PL.Q06.EAS6.OE_E","1",2,"Biology",215,6,57,"Honors Biology","A solar cell is renewable because solar power will always be an efficient/clean form of energy.","B","1"
1215657,"C","PL.Q08.EAD8.OE_BCEP","1",2,"Biology",215,6,57,"Honors Biology","Wind, solar, etc. aren't avalible all the time everywhere. Wind comes and goes and sun only shines during the day.","B","0"
1215658,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,58,"Honors Biology",.,"C","0"
1215658,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,58,"Honors Biology",.,"D","0"
1215658,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,58,"Honors Biology",.,"A","1"
1215658,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,58,"Honors Biology","The energy rom food comes from the soil because that's why they grow.","C","0"
1215658,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,58,"Honors Biology",.,"D","0"
1215659,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,59,"Honors Biology",.,"D","1"
1215659,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,59,"Honors Biology","There will always be heat released with light using any conceivable tech.","D","1"
1215659,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,59,"Honors Biology","We use fossil fuels like coal for 70% ish of electricity, fireworks create heat, light and sound.","C","1"
1215659,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,59,"Honors Biology",.,"C","1"
1215659,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,59,"Honors Biology","all others only extend energy.","A","1"
1215659,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,59,"Honors Biology",.,"A","1"
1215659,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,59,"Honors Biology","Because consumers don't receive any of the energy from sun like producers.","D","1"
1215659,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,59,"Honors Biology","essentially the energy gets used by the plant and the deer so there's minimal left for the wolf.","D","1"
1215659,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,59,"Honors Biology","Photosynthesis","B","1"
1215659,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,59,"Honors Biology","A cycle would always contain the same amount of energy but the creates use it up. it's a closed circuit.","B","1"
1215660,"E","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,60,"Honors Biology","100% light is not possible because some of the energy is turned into heat","D","1"
1215660,"E","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,60,"Honors Biology","both emit energy. Fireworks and coal release light and heat energy","C","1"
1215660,"E","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,60,"Honors Biology","Humans, and other animals, get their energy from the food we eat.","A","1"
1215660,"E","PL.Q16.BLD5.OE_B","1",2,"Biology",215,6,60,"Honors Biology","There is always going to be energy loss. Only 10% of the energy from the organism is transferred","C","1"
1215660,"E","PL.Q17.BLC6.OE_BCEP","1",2,"Biology",215,6,60,"Honors Biology","If we had the same or loss energy when we ate. Humans would have been extinct for a very long time.","C","1"
1215661,"E","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,61,"Honors Biology","No matter what material is used to conduct the electricity or produce the light, some of that energy will end up being heat energy.","D","1"
1215661,"E","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,61,"Honors Biology","Both burning coal and setting off fireworks release heat energy and emit light and sound energy.","C","1"
1215661,"E","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,61,"Honors Biology","All energy output comes from a certain source, and for people, it comes from the chemical energy gained from eating food.","A","1"
1215661,"E","PL.Q16.BLD5.OE_B","1",2,"Biology",215,6,61,"Honors Biology","The energy source in food comes from glucose which is then converted into ATP molecules. The reason not all energy is converted is because it ads up in other places of the body.","C","1"
1215661,"E","PL.Q17.BLC6.OE_BCEP","1",2,"Biology",215,6,61,"Honors Biology","After a person eats food, the energy in their body increases as eating food is the process of converting energy into usable energy. This energy was not originally in the body before eating.","C","1"
1215662,"E","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,62,"Honors Biology","As energy passes through a medium, such as electricity through a wire, some energy is always lost through friction/heat. Specifically, electricity is the movement of e- through Cu atoms, and the movement of e- generate some heat.","D","1"
1215662,"E","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,62,"Honors Biology","Both burning coal and exploding fireworks are exothermic reactions (and thermodynamically favorable) so they release energy and have less energy by the time the reactions are completed.","C","1"
1215662,"E","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,62,"Honors Biology","The glucose from the food was broken down into ATP, which her muscles use to put energy into pushing the bike.","A","1"
1215662,"E","PL.Q16.BLD5.OE_B","1",2,"Biology",215,6,62,"Honors Biology","As a human eats food, they intake glucose (a new source of chemical energy) and their body breaks it down into ATP energy through cellular respiration. This introduces more energy into the human system.","C","1"
1215662,"E","PL.Q17.BLC6.OE_BCEP","1",2,"Biology",215,6,62,"Honors Biology","Based on principle, energy is always lost in some way or particularly through a medium form. The breakdown of glucose releases energy, but some energy is lost in the form of heat in the body and some is left for ATP.","C","1"
1215663,"A","PL.Q01.EES1.OE_BCEP","1",2,"Biology",215,6,63,"Honors Biology","The sun causes percipitation which leads to the formation of clouds, storms, etc. That is the water cycle.","B","1"
1215663,"A","PL.Q01.EES1.OE_BCEP","1",2,"Biology",215,6,63,"Honors Biology","The sun causes percipitation which leads to the formation of clouds, storms, etc. That is the water cycle","B","1"
1215663,"A","PL.Q02.EET2.OE_E","1",2,"Biology",215,6,63,"Honors Biology","The suns energy provides energy/ATP for photosynthesis which produces glucose (chemical) which provides energy for animals that eat the plant. That is passed down, in smaller and smaller amounts, to each other organism that eats the one before.","B","1"
1215663,"A","PL.Q02.EET2.OE_E","1",2,"Biology",215,6,63,"Honors Biology","The suns energy provides energy/ATP for photosynthesis which produces glucose (chemical) which provides energy for animals that eat the plant. That is passed down in smaller and smaller amounts, to each other organism that eats the one before.","B","1"
1215663,"A","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,63,"Honors Biology","Some energy is lost in the transfer from source to the light, so they couldn't use 100% of it for light.","D","1"
1215663,"A","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,63,"Honors Biology","Some energy is lost in the transfer from source to the light, so they couldn't use 100% of it for light.","D","1"
1215663,"A","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,63,"Honors Biology","Burning coal releases heat energy, which humans often use to produce electricity. Fireworks release heat, light, and sound energy which creates the visable and audible display they're made to create.","C","1"
1215663,"A","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,63,"Honors Biology","Burning coal releases heat energy, which humans often use to produce electricity. Fireworks release heat, light, and sound energy which creates the visable, and audible display they're made to create","C","1"
1215663,"A","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,63,"Honors Biology","The food she has eaten gives her energy from the glucose in it which her body uses to supply energy to her muscles to power her bike.","A","1"
1215663,"A","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,63,"Honors Biology","The food she has eaten gives her energy from the glucose in it which her body uses to supply energy to her muscles to power her bike.","A","1"
1215664,"F","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,64,"Honors Biology","nothing is completely non-renewable","D","1"
1215664,"F","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,64,"Honors Biology","Nothing is completely non-renewable.","D","1"
1215664,"F","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,64,"Honors Biology","Everything has  ***","C","1"
1215664,"F","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,64,"Honors Biology","Everything has energy.","C","1"
1215664,"F","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,64,"Honors Biology","You have to get your energy from somewhere.","A","1"
1215664,"F","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,64,"Honors Biology","You have to get your energy from somewhere.","A","1"
1215664,"F","PL.Q20.BPD9.OE_B","1",2,"Biology",215,6,64,"Honors Biology","both choices to why go down to 0%","A","0"
1215664,"F","PL.Q20.BPD9.OE_B","1",2,"Biology",215,6,64,"Honors Biology","Both choices energy go down to 0%","A","0"
1215664,"F","PL.Q21.BPC10.OE_B","1",2,"Biology",215,6,64,"Honors Biology","Energy is neither created or destroyed.","C","1"
1215664,"F","PL.Q21.BPC10.OE_B","1",2,"Biology",215,6,64,"Honors Biology","energy is never created or destroyed","C","1"
1215665,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,65,"Honors Biology","Solar energy means it won't take up electricity","C","0"
1215665,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,65,"Honors Biology","They will both release energy as they are doing something and taking force","C","1"
1215665,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,65,"Honors Biology","The ground makes her walk and push off","C","0"
1215665,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,65,"Honors Biology","This happens because biomass increases. Consumers have more energy","A","0"
1215665,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,65,"Honors Biology","The sun produces energy","B","1"
1215666,"E","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,66,"Honors Biology","Light bulbs use the electricity they get to transmit light, that's how light bulbs works.q","A","0"
1215666,"E","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,66,"Honors Biology","When coal is burned it releases smoke, and fireworks release light and smoke.","C","1"
1215666,"E","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,66,"Honors Biology","The food Keisha ate gave her energy.","A","1"
1215666,"E","PL.Q16.BLD5.OE_B","1",2,"Biology",215,6,66,"Honors Biology","When humans intake energy as food it's broken down into different vitamins, and proteins, which we then use as kinetic energy (moving around etc...)","B","0"
1215666,"E","PL.Q17.BLC6.OE_BCEP","1",2,"Biology",215,6,66,"Honors Biology","Ex: We eat food that gives us energy to function.","C","1"
1215699,"D","PL.Q44.PED11.OE_P","1",2,"Biology",215,6,99,"Honors Biology","lights like these exist (solar panels)","A","0"
1215699,"D","PL.Q23.CCT2.OE_BCEP","1",2,"Biology",215,6,99,"Honors Biology","Both have high levels of CO2 which makes them both likely to catch fire.","C","1"
1215699,"D","PL.Q12.BLS1.OE_B","1",2,"Biology",215,6,99,"Honors Biology","Food gives the organism energy, thus the organism was able to push the bicycle.","A","1"
1215699,"D","PL.Q11.EED11.OE_E","1",2,"Biology",215,6,99,"Honors Biology","If an organism is bigger than their prey, the prey is most likely to have a smaller population.","B","0"
1215699,"D","PL.Q14.BLS3.OE_BCEP","1",2,"Biology",215,6,99,"Honors Biology","The sun gives energy to plants, omnivores eat plants, carnivores eat omnivores, the sun is the initial source of energy.","B","1"
1812101,"E","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,1,"Biology","Student can use different sources to give the light life again","C","0"
1812101,"E","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,1,"Biology","Both are released into the air and can be absorbed","C","1"
1812101,"E","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,1,"Biology","When you eat, you gain strength/energy to do things like pushing a bike","A","1"
1812101,"E","PL.Q16.BLD5.OE_B","1",8,"Biology",812,1,1,"Biology","Food that is broken down gives energy from glucose","A","0"
1812101,"E","PL.Q17.BLC6.OE_BCEP","1",8,"Biology",812,1,1,"Biology","When consuming food. It does give you energy depending what kinds of vitamin foods contain","C","1"
1812102,"A","PL.Q01.EES1.OE_BCEP","1",8,"Biology",812,1,2,"Biology","Wind's motion for the source of energy for the water cycle because there are those wind mill things in the country which I've been told aids in energy for water.","A","0"
1812102,"A","PL.Q02.EET2.OE_E","1",8,"Biology",812,1,2,"Biology","Energy is passed from one organism to the next as light energy because the sun created grass through photosynthesis which the deer consumed","A","0"
1812102,"A","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,2,"Biology","The light bulbs we use today don't use the entire 100% of light they receive","B","0"
1812102,"A","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,2,"Biology","Exploding fireworks only because they are exploding and explosives are active but burning something means the object just sits down and burns","B","0"
1812102,"A","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,2,"Biology","The sun gives energy to food that is grown then humans eat those foods","A","1"
1812105,"C","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,5,"Biology","sunlight.","A","0"
1812105,"C","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,5,"Biology",.,"A","0"
1812105,"C","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,5,"Biology",.,"A","1"
1812105,"C","PL.Q06.EAS6.OE_E","1",8,"Biology",812,1,5,"Biology","My answer was a because its heating the house up for energy source.","A","0"
1812105,"C","PL.Q08.EAD8.OE_BCEP","1",8,"Biology",812,1,5,"Biology",.,"D","1"
1812106,"C","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,6,"Biology",.,"C","0"
1812106,"C","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,6,"Biology","I circle A because coal CO2 I think and it contains energy when it goes to plants.","A","0"
1812106,"C","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,6,"Biology","I circle A because if she doesn't eat than she wouldn't be fit to push a bike up the hill.","A","1"
1812106,"C","PL.Q06.EAS6.OE_E","1",8,"Biology",812,1,6,"Biology","I circle B because the calculator sucks all the energy and when not it use it keeps energy in.","B","1"
1812106,"C","PL.Q08.EAD8.OE_BCEP","1",8,"Biology",812,1,6,"Biology","I circled d because when the energy is transformed it will be losing energy so it will be less energy.","D","1"
1812110,"E","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,10,"Biology","I think if the person can setup the materials right then the person would be able to","B","0"
1812110,"E","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,10,"Biology","I say that because gases from the product you will start to see smoking","C","1"
1812110,"E","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,10,"Biology","Without food you wouldn't have energy","A","1"
1812110,"E","PL.Q16.BLD5.OE_B","1",8,"Biology",812,1,10,"Biology","I said A because it is converted in ATP","A","0"
1812110,"E","PL.Q17.BLC6.OE_BCEP","1",8,"Biology",812,1,10,"Biology","Eating is what keeps people energized. If you eat then you're getting more energy","C","1"
1812113,"B","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,13,"Biology","Need solar energy to do this","C","0"
1812113,"B","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,13,"Biology","Both coal and fireworks release energy","C","1"
1812113,"B","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,13,"Biology","The energy is coming from her walking while pushing the bike","C","0"
1812113,"B","PL.Q03.EED3.OE_BCEP","1",8,"Biology",812,1,13,"Biology","The energy is kept from the deer to the wolf","A","0"
1812113,"B","PL.Q05.EEC5.OE_E","1",8,"Biology",812,1,13,"Biology","Frog gains energy and loses it at sometime","C","1"
1812114,"A","PL.Q01.EES1.OE_BCEP","1",8,"Biology",812,1,14,"Biology","The suns radiation because its the source","B","1"
1812114,"A","PL.Q02.EET2.OE_E","1",8,"Biology",812,1,14,"Biology","B because its chem en","B","1"
1812114,"A","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,14,"Biology","B because it cools and makes noise","B","0"
1812114,"A","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,14,"Biology","A no idea","C","1"
1812114,"A","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,14,"Biology","B because carbs= energy","A","1"
1812118,"D","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,18,"Biology","Theoretically it is possible but we haven't been able to create this light yet because of material restrictions","D","1"
1812118,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,18,"Biology","Both release heat energy and fireworks release kinetic energy","C","1"
1812118,"D","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,18,"Biology","The carbohydrates in her body are broken apart to create energy to use her muscles to push the bike","A","1"
1812118,"D","PL.Q11.EED11.OE_E","1",8,"Biology",812,1,18,"Biology","There is a 10% energy loss each level","D","1"
1812118,"D","PL.Q14.BLS3.OE_BCEP","1",8,"Biology",812,1,18,"Biology","The sun is the original source of energy on earth","A","0"
1812119,"E","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,19,"Biology","Energy is released throughout the whole lamp when turned up which makes it impossible for all the energy go into just the light","D","1"
1812119,"E","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,19,"Biology","The exploding fireworks absorb the energy to release it which creates the visual/sound effect","B","0"
1812119,"E","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,19,"Biology","The food she has eaten earlier has been broken down into energy which she now uses to push her bicycle up the hill.","A","1"
1812119,"E","PL.Q16.BLD5.OE_B","1",8,"Biology",812,1,19,"Biology","The sugar from the food is broken down into ATP, energy molecules","A","0"
1812119,"E","PL.Q17.BLC6.OE_BCEP","1",8,"Biology",812,1,19,"Biology","The energy from the food gets broken down in the body which increases the amount of energy","C","1"
1812121,"A","PL.Q01.EES1.OE_BCEP","1",8,"Biology",812,1,21,"Biology",.,"B","1"
1812121,"A","PL.Q02.EET2.OE_E","1",8,"Biology",812,1,21,"Biology","It's chemical because they are eating each other.","B","1"
1812121,"A","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,21,"Biology",.,"A","0"
1812121,"A","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,21,"Biology",.,"C","1"
1812121,"A","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,21,"Biology","Both, they are both using combustion, releasing heat and all that.","A","1"
1812122,"B","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,22,"Biology","C due to the fact that solar cells are full of electricity","C","0"
1812122,"B","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,22,"Biology","C exploding -> releasing -> releasing energy","C","1"
1812122,"B","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,22,"Biology","a food is energy -> gives you more protein and more energy. After eating it just releases what was stored.","A","1"
1812122,"B","PL.Q03.EED3.OE_BCEP","1",8,"Biology",812,1,22,"Biology","B because deers take away energy as well so the sun produces energy, as well it goes to the grass which some of that the deer takes which the rest goes toward the wolf. Therefore all the energy from teh sun and grass minus the energy in the deer would be the answer","B","0"
1812122,"B","PL.Q05.EEC5.OE_E","1",8,"Biology",812,1,22,"Biology","A because the mosquito has energy which will give the frog energy when its eaten","A","0"
1812123,"B","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,23,"Biology","These lights are possible, but with the way we currently make lightbulbs, it would not work","B","0"
1812123,"B","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,23,"Biology","Both will release kinetic energy","C","1"
1812123,"B","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,23,"Biology","Without her food, she wouldn't have the energy to push her bike up the hill, cause noone else is doing it for her.","A","1"
1812123,"B","PL.Q03.EED3.OE_BCEP","1",8,"Biology",812,1,23,"Biology","The wolf will have the least amount of energy in the food chain because it gets less and less every time it goes into a new source","E","1"
1812123,"B","PL.Q05.EEC5.OE_E","1",8,"Biology",812,1,23,"Biology","As energy goes from one source to another, the total amount of energy decreases","B","0"
1812125,"D","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,25,"Biology","It would be possible because you're turning light energy to electricity","C","0"
1812125,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,25,"Biology","Both are releasing heat energy","C","1"
1812125,"D","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,25,"Biology","Food gives her energy and strength she needs to push the bike uphill.","A","1"
1812125,"D","PL.Q11.EED11.OE_E","1",8,"Biology",812,1,25,"Biology","I chose this because we learned about trophic levels and this fits 'biomass'","A","0"
1812125,"D","PL.Q14.BLS3.OE_BCEP","1",8,"Biology",812,1,25,"Biology","The food we eat eats plants or is plants and plants get their energy from the sun","B","1"
1812126,"B","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,26,"Biology","That type of light would not be able to be made because all lights need some type of resistor to slow down current so it doesn't blow up","D","1"
1812126,"B","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,26,"Biology","Because it has more built up energy to release","A","0"
1812126,"B","PL.Q12.BLS1.OE_B","1",8,"Biology",812,1,26,"Biology","Food creates energy","A","1"
1812126,"B","PL.Q03.EED3.OE_BCEP","1",8,"Biology",812,1,26,"Biology","It's the 1% rule so 1% of energy will go to what eats it","E","1"
1812126,"B","PL.Q05.EEC5.OE_E","1",8,"Biology",812,1,26,"Biology","The energy gained form the mosquitoe will be 1% from what he got. But it will still increase total energy","A","0"
1812129,"D","PL.Q44.PED11.OE_P","1",8,"Biology",812,1,29,"Biology","There is no known technology that uses 100% of everything, therefore that is nearly impossible","D","1"
1812129,"D","PL.Q23.CCT2.OE_BCEP","1",8,"Biology",812,1,29,"Biology","To keep a fire going, something has to be released, both fireworks and coal do that","C","1"
